strat_unit,well,depth_top,depth_bottom,deposition_code,present-day_thickness,age_bottom,age_top,conglomerate,sand,silt,clay,limestone,dolomite,marl,anhydrite,halite,coal,provenance_age_start_1,provenance_age_end_1,provenance_age_start_2,provenance_age_end_2,density,surface_porosity,compressibility,thermal_conductivity,heat_capacity,heat_production,matrix_thickness,initial_thickness,eroded_thickness,maximum_depth_top,maximum_depth_bottom,maximum_depth_top_temp,maximum_depth_bottom_temp,maximum_burial_thickness_temp
+ATBRM_a_0,,,,1.0,0.0,163.93464447806355,163.70771558245085,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.43299999999999994,0.0006715,3.29,900.0,1.2499999999999999e-06,67.98624967849105,0.0,100.0,400.0,500.0,400.0,500.0,100.0
ATBRM,,1238.6,1267.4,1.0,28.800000000000182,164.0,163.93464447806355,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.43299999999999994,0.0006715,3.29,900.0,1.2499999999999999e-06,23.42378863077007,40.88702439602543,0.0,1238.6,1267.4,500.0,533.7494071541746,33.74940715417463
ATBR2,,1267.4,1283.8,1.0,16.399999999999864,164.7,164.0,0.0,0.3,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.43299999999999994,0.0006715,3.29,900.0,1.25e-06,13.3846876090453,23.465685042103534,0.0,1267.4,1283.8,533.7494071541746,552.8858788884011,19.13647173422651
ATBRL,,1283.8,1363.2,1.0,79.40000000000009,165.4,164.7,0.0,0.3,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.43299999999999994,0.0006715,3.29,900.0,1.25e-06,65.26196036971324,111.96517990845896,0.0,1283.8,1363.2,552.8858788884011,644.7613251340358,91.87544624563479
~ATWDU-ATBRL,,,,0.0,0,168.2,165.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
ATWDU,,1363.2,1447.4,1.0,84.20000000000005,170.1,168.2,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.574,0.0008669999999999999,2.71,900.0,1.2499999999999999e-06,69.90519793957297,151.29032078623953,0.0,1363.2,1447.4,644.7613251340358,746.6773151821316,101.91599004809572
ATWDM,,1447.4,1503.0,1.0,55.59999999999991,170.6,170.1,0.0,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.391,0.0004345,3.47,900.0,1.25e-06,44.14775936405764,71.78093827138927,0.0,1447.4,1503.0,746.6773151821316,807.9012387383831,61.22392355625149
ATWDL,,1503.0,1560.8,1.0,57.799999999999955,177.6,170.6,0.0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.5409999999999999,0.0007375,2.87,900.0,1.25e-06,47.69578930914936,99.69500322064701,0.0,1503.0,1560.8,807.9012387383831,875.1598599864103,67.25862124802725
~ATAL_s_1-ATWDL,,,,0.0,0,183.0,177.6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
ATAL_s_1,,1560.8,1611.0,1.0,50.200000000000045,191.3,183.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.61,0.0009,2.5,900.0,1.25e-06,42.85151804773515,102.67017092054789,0.0,1560.8,1611.0,875.1598599864103,933.8812685072459,58.72140852083556
ATAL,,1611.0,1661.2,1.0,50.200000000000045,199.6,191.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.61,0.0009,2.5,900.0,1.25e-06,43.176134167982035,103.40120421144766,0.0,1611.0,1661.2,933.8812685072459,991.9472148029467,58.06594629570092
ATRT,,1661.2,1685.0,1.0,23.799999999999955,203.6,199.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.61,0.0009,2.5,900.0,1.25e-06,20.57923671615003,50.95813066056842,0.0,1661.2,1685.0,991.9472148029467,1019.2653222485719,27.318107445625127
~RNKPD-ATRT,,,,0.0,0,207.2,203.6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
RNKPD,,1685.0,1698.3,1.0,13.299999999999955,211.4,207.2,0.0,0.2,0.0,0.5,0.0,0.1,0.1,0.1,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.46799999999999997,0.0006869999999999999,3.1400000000000006,900.0,1.2500000000000003e-06,11.352946935001112,21.20483774721255,0.0,1685.0,1698.3,1019.2653222485719,1034.030953609046,14.76563136047418
RNKPR,,1698.3,1705.2,1.0,6.900000000000091,213.6,211.4,0.0,0.0,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.555,0.0008165000000000001,2.81,900.0,1.25e-06,5.945667662579536,13.270895312588848,0.0,1698.3,1705.2,1034.030953609046,1041.82894091655,7.797987307503979
~RNMUU-RNKPR,,,,0.0,0,233.5,213.6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
RNMUU,,1705.2,1737.3,1.0,32.09999999999991,237.0,233.5,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.48999999999999994,0.0007899999999999999,3.2,900.0,1.25e-06,28.062016486402953,53.93482050422014,0.0,1705.2,1737.3,1041.82894091655,1077.44629806512,35.617357148569994
RNMUA,,1737.3,1760.8,1.0,23.5,238.9,237.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.3,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.37,0.0005639999999999999,3.82,900.0,1.25e-06,20.25767304725515,31.986596942124727,0.0,1737.3,1760.8,1077.44629806512,1102.7701861499665,25.323888084846708
RNMUE,,1760.8,1782.4,1.0,21.600000000000136,240.7,238.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,430.0,428.0,300.0,1.0,2650.0,0.049999999999999996,1e-20,5.5,900.0,1.2499999999999999e-06,21.600000000000136,21.600000000000136,0.0,1760.8,1782.4,1102.7701861499665,1124.3701861499667,21.600000000000136
RNMUL,,1782.4,1861.6,1.0,79.19999999999982,244.0,240.7,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.48999999999999994,0.0007899999999999999,3.2,900.0,1.25e-06,69.99810427035665,130.96081184055436,0.0,1782.4,1861.6,1124.3701861499667,1211.30170878857,86.9315226386035
RNROY,,1861.6,1888.4,1.0,26.800000000000182,244.7,244.0,0.0,0.1,0.3,0.5,0.0,0.05,0.0,0.05,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.488,0.0006475000000000001,3.085,900.0,1.25e-06,22.91581934758266,44.16112307234926,0.0,1861.6,1888.4,1211.30170878857,1240.703466638029,29.401757849459127
RNROF,,1888.4,1927.1,1.0,38.69999999999982,245.0,244.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.393,0.0005465,3.1999999999999997,900.0,1.2499999999999999e-06,33.33805278496242,54.40416508539262,0.0,1888.4,1927.1,1240.703466638029,1282.2321357249648,41.528669086935594
RNROL,,1927.1,1995.5,1.0,68.40000000000009,245.5,245.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.497,0.0006585,3.0999999999999996,900.0,1.25e-06,59.0556110521146,113.33001750908758,0.0,1927.1,1995.5,1282.2321357249648,1356.83902846726,74.60689274229529
RNSOC,,1995.5,2004.1,1.0,8.599999999999909,246.0,245.5,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.517,0.0007484999999999999,2.8,900.0,1.2499999999999999e-06,7.6047872789805755,15.646903862974176,0.0,1995.5,2004.1,1356.83902846726,1366.1874813002698,9.348452833009784
RNSOB,,2004.1,2014.7,1.0,10.600000000000136,246.2,246.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.3,0.000395,3.5,900.0,1.25e-06,9.162121264374454,13.074300880178127,0.0,2004.1,2014.7,1366.1874813002698,1377.285950221537,11.09846892126717
RBMH,,2014.7,2042.6,1.0,27.899999999999864,247.2,246.2,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.362,0.000496,3.3000000000000003,900.0,1.2500000000000003e-06,24.207465048637193,37.74352000250465,0.0,2014.7,2042.6,1377.285950221537,1406.8591201001657,29.57316987862875
~RBMDC-RBMH,,,,0.0,0,247.6,247.2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
RBMDC,,2042.6,2061.5,1.0,18.90000000000009,247.8,247.6,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.497,0.0006585,3.0999999999999996,900.0,1.25e-06,16.467965382682745,32.400115165599836,0.0,2042.6,2061.5,1406.8591201001657,1427.326110576952,20.46699047678638
RBMDL,,2061.5,2069.9,1.0,8.400000000000091,248.0,247.8,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.367,0.0004455,3.4000000000000004,900.0,1.25e-06,7.171775650066096,11.313316777821596,0.0,2061.5,2069.9,1427.326110576952,1436.2226452119833,8.896534635031223
RBMVU,,2069.9,2131.4,1.0,61.5,248.5,248.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.367,0.0004455,3.4000000000000004,900.0,1.25e-06,52.64630003882311,82.30524903008485,0.0,2069.9,2131.4,1436.2226452119833,1501.2790797370092,65.05643452502594
~RBMVL-RBMVU,,,,0.0,0,248.7,248.5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
RBMVL,,2131.4,2172.1,1.0,40.69999999999982,249.3,248.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.393,0.0005465,3.1999999999999997,900.0,1.2499999999999999e-06,35.76490627774425,58.32526763065255,0.0,2131.4,2172.1,1501.2790797370092,1544.418707149801,43.139627412791896
RBSH,,2172.1,2205.2,1.0,33.09999999999991,251.0,249.3,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,430.0,428.0,300.0,1.0,2650.0,0.393,0.0005465,3.1999999999999997,900.0,1.2499999999999999e-06,29.166600658936012,47.652144227006424,0.0,2172.1,2205.2,1544.418707149801,1579.4468843842433,35.02817723444217
